,STATE/UT,DISTRICT,Year,Cyber Blackmailing and Threatening ,Cyber Pornography,Cyber Stalking and Bullying,Defamation and Morphing,Fake Profile,Other Crimes 
5350,JAMMU & KASHMIR,UDHAMPUR,2014,13,14,0,10,11,4
5351,JAMMU & KASHMIR,TOTAL,2014,219,656,21,935,296,162
5352,JHARKHAND,BOKARO,2014,40,37,15,0,2,65
5353,JHARKHAND,CHAIBASA,2014,42,5,7,16,0,33
5354,JHARKHAND,CHATRA,2014,11,14,14,1,0,2
5355,JHARKHAND,DEOGHAR,2014,33,2,6,5,5,29
5356,JHARKHAND,DHANBAD,2014,47,76,36,35,10,57
5357,JHARKHAND,DHANBAD RLY.,2014,0,1,2,4,0,2
5358,JHARKHAND,DUMKA,2014,60,23,17,7,0,66
5359,JHARKHAND,GARHWA,2014,21,16,9,15,0,20
5360,JHARKHAND,GIRIDIH,2014,48,44,33,22,1,25
5361,JHARKHAND,GODDA,2014,26,6,7,16,0,50
5362,JHARKHAND,GUMLA,2014,38,11,0,11,0,8
5363,JHARKHAND,HAZARIBAGH,2014,57,61,36,31,0,97
5364,JHARKHAND,JAMSHEDPUR,2014,41,16,14,18,5,74
5365,JHARKHAND,JAMSHEDPUR RLY.,2014,0,0,0,1,0,1
5366,JHARKHAND,JAMTARA,2014,20,3,5,9,0,16
5367,JHARKHAND,KHUNTI,2014,8,2,1,1,0,1
5368,JHARKHAND,KODERMA,2014,16,14,11,6,0,23
5369,JHARKHAND,LATEHAR,2014,11,11,6,10,0,6
5370,JHARKHAND,LOHARDAGGA,2014,16,4,2,2,0,7
5371,JHARKHAND,PAKUR,2014,53,2,1,9,0,103
5372,JHARKHAND,PALAMU,2014,30,31,18,1,0,32
5373,JHARKHAND,RAMGARH,2014,11,18,5,6,0,13
5374,JHARKHAND,RANCHI,2014,62,62,12,23,0,88
5375,JHARKHAND,SAHEBGANJ,2014,61,22,4,14,0,19
5376,JHARKHAND,SARAIKELA,2014,13,11,5,8,0,13
5377,JHARKHAND,SIMDEGA,2014,26,7,0,0,0,1
5378,JHARKHAND,TOTAL,2014,791,499,266,271,23,851
5379,KARNATAKA,BAGALKOT,2014,2,15,6,62,2,56
5380,KARNATAKA,BANGALORE COMMR.,2014,54,2,52,179,1,307
5381,KARNATAKA,BANGALORE RURAL,2014,14,7,11,56,0,56
5382,KARNATAKA,BELGAUM,2014,30,45,9,180,9,233
5383,KARNATAKA,BELLARY,2014,11,10,10,41,0,49
5384,KARNATAKA,BIDAR,2014,7,17,11,105,2,55
5385,KARNATAKA,BIJAPUR,2014,19,17,1,83,0,135
5386,KARNATAKA,CBPURA,2014,7,13,9,37,0,22
5387,KARNATAKA,CHAMARAJNAGAR,2014,4,3,4,29,0,35
5388,KARNATAKA,CHICKMAGALUR,2014,17,10,8,60,6,123
5389,KARNATAKA,CHITRADURGA,2014,18,15,6,82,0,49
5390,KARNATAKA,DAKSHIN KANNADA,2014,10,6,5,53,4,51
5391,KARNATAKA,DAVANAGERE,2014,10,31,9,60,5,102
5392,KARNATAKA,DHARWAD COMMR.,2014,3,10,1,16,1,44
5393,KARNATAKA,DHARWAD RURAL,2014,1,0,3,16,0,23
5394,KARNATAKA,GADAG,2014,10,0,5,49,1,34
5395,KARNATAKA,GULBARGA,2014,25,31,7,75,0,169
5396,KARNATAKA,HASSAN,2014,17,24,8,76,0,79
5397,KARNATAKA,HAVERI,2014,5,0,0,48,0,33
5398,KARNATAKA,K.G.F.,2014,5,5,3,14,0,33
5399,KARNATAKA,KODAGU,2014,20,5,2,27,1,41
5400,KARNATAKA,KOLAR,2014,14,11,14,22,0,21
5401,KARNATAKA,KOPPAL,2014,6,12,4,26,0,39
5402,KARNATAKA,MANDYA,2014,18,13,11,59,0,72
5403,KARNATAKA,MYSORE COMMR.,2014,23,22,4,28,0,151
5404,KARNATAKA,MYSORE RURAL,2014,13,7,15,68,0,97
5405,KARNATAKA,RAICHUR,2014,19,21,7,86,0,106
5406,KARNATAKA,RAILWAYS,2014,0,0,0,1,0,0
5407,KARNATAKA,RAMANAGAR,2014,17,8,14,62,0,37
5408,KARNATAKA,SHIMOGA,2014,14,23,3,101,5,207
5409,KARNATAKA,TUMKUR,2014,12,10,16,90,0,80
5410,KARNATAKA,UDUPI,2014,11,3,0,17,0,15
5411,KARNATAKA,UTTAR KANNADA,2014,10,9,1,46,7,84
5412,KARNATAKA,TOTAL,2014,446,405,259,1954,44,2638
5413,KERALA,ALAPUZHA,2014,16,16,2,224,22,247
5414,KERALA,ERNAKULAM COMMR.,2014,12,7,1,59,5,88
5415,KERALA,ERNAKULAM RURAL,2014,35,9,3,134,24,175
5416,KERALA,IDUKKI,2014,28,12,0,131,3,193
5417,KERALA,KANNUR,2014,33,7,1,111,13,276
5418,KERALA,KASARGOD,2014,28,6,1,92,6,202
5419,KERALA,KOLLAM,2014,61,20,2,273,11,442
5420,KERALA,KOTTAYAM,2014,31,11,0,221,32,193
5421,KERALA,KOZHIKODE COMMR.,2014,15,4,3,72,10,165
5422,KERALA,KOZHIKODE RURAL,2014,39,6,2,151,29,288
5423,KERALA,MALAPPURAM,2014,51,7,2,149,28,525
5424,KERALA,PALAKKAD,2014,42,8,4,133,4,296
5425,KERALA,PATHANAMTHITTA,2014,32,8,0,168,12,173
5426,KERALA,RAILWAYS,2014,1,0,0,7,3,0
5427,KERALA,THRISSUR,2014,46,12,2,214,29,332
5428,KERALA,TRIVANDRUM COMMR.,2014,20,6,1,128,7,115
5429,KERALA,TRIVANDRUM RURAL,2014,43,20,7,404,9,314
5430,KERALA,WAYANADU,2014,35,7,0,74,11,114
5431,KERALA,TOTAL,2014,568,166,31,2745,258,4138
5432,MADHYA PRADESH,ALIRAJPUR,2014,41,14,1,37,1,7
5433,MADHYA PRADESH,ANUPPUR,2014,42,2,4,53,1,23
5434,MADHYA PRADESH,ASHOK NAGAR,2014,47,3,16,107,8,35
5435,MADHYA PRADESH,BALAGHAT,2014,61,6,8,131,11,38
5436,MADHYA PRADESH,BARWANI,2014,39,4,1,81,3,6
5437,MADHYA PRADESH,BETUL,2014,121,22,17,198,10,50
5438,MADHYA PRADESH,BHIND,2014,27,9,30,60,1,38
5439,MADHYA PRADESH,BHOPAL,2014,113,36,28,207,39,157
5440,MADHYA PRADESH,BHOPAL RLY.,2014,2,2,1,7,3,3
5441,MADHYA PRADESH,BURHANPUR,2014,14,2,3,55,0,30
5442,MADHYA PRADESH,CHHATARPUR,2014,57,14,22,194,20,58
5443,MADHYA PRADESH,CHHINDWARA,2014,120,11,17,185,22,121
5444,MADHYA PRADESH,DAMOH,2014,46,12,15,126,0,47
5445,MADHYA PRADESH,DATIYA,2014,25,11,17,63,0,32
5446,MADHYA PRADESH,DEWAS,2014,73,14,10,191,42,150
5447,MADHYA PRADESH,DHAR,2014,100,27,37,185,11,69
5448,MADHYA PRADESH,DINDORI,2014,20,1,2,33,1,4
5449,MADHYA PRADESH,GUNA,2014,72,13,9,134,16,25
5450,MADHYA PRADESH,GWALIOR,2014,42,47,24,126,17,139
5451,MADHYA PRADESH,HARDA,2014,18,7,6,42,39,0
5452,MADHYA PRADESH,HOSHANGABAD,2014,64,14,16,130,19,44
5453,MADHYA PRADESH,INDORE,2014,122,46,35,343,63,369
5454,MADHYA PRADESH,INDORE RLY.,2014,3,0,1,5,1,0
5455,MADHYA PRADESH,JABALPUR,2014,127,40,42,288,67,146
5456,MADHYA PRADESH,JABALPUR RLY.,2014,1,1,0,7,1,0
5457,MADHYA PRADESH,JHABUA,2014,31,18,4,32,0,9
5458,MADHYA PRADESH,KATNI,2014,48,5,18,97,7,57
5459,MADHYA PRADESH,KHANDWA,2014,52,10,5,154,27,37
5460,MADHYA PRADESH,KHARGON,2014,65,8,23,154,23,42
5461,MADHYA PRADESH,MANDLA,2014,47,2,4,87,14,25
5462,MADHYA PRADESH,MANDSAUR,2014,40,15,15,128,4,56
5463,MADHYA PRADESH,MORENA,2014,26,21,32,73,1,73
5464,MADHYA PRADESH,NARSINGHPUR,2014,61,2,14,100,16,44
5465,MADHYA PRADESH,NEEMUCH,2014,19,3,0,45,14,28
5466,MADHYA PRADESH,PANNA,2014,28,6,17,77,0,26
5467,MADHYA PRADESH,RAISEN,2014,67,17,19,150,0,35
5468,MADHYA PRADESH,RAJGARH,2014,83,22,10,166,36,136
5469,MADHYA PRADESH,RATLAM,2014,63,14,11,105,11,57
5470,MADHYA PRADESH,REWA,2014,82,26,26,124,7,67
5471,MADHYA PRADESH,SAGAR,2014,119,28,37,349,38,154
5472,MADHYA PRADESH,SATNA,2014,102,15,32,207,9,137
5473,MADHYA PRADESH,SEONI,2014,61,14,7,103,14,21
5474,MADHYA PRADESH,SHAHDOL,2014,47,13,16,139,9,57
5475,MADHYA PRADESH,SHAJAPUR,2014,57,13,12,161,34,77
5476,MADHYA PRADESH,SHEOPUR,2014,13,5,0,32,2,19
5477,MADHYA PRADESH,SHIVPURI,2014,64,24,16,128,3,53
5478,MADHYA PRADESH,SIDHI,2014,37,17,18,83,5,30
5479,MADHYA PRADESH,SIHORE,2014,57,18,8,89,16,57
5480,MADHYA PRADESH,SINGRAULI,2014,40,12,22,87,1,27
5481,MADHYA PRADESH,TIKAMGARH,2014,35,10,25,107,2,36
5482,MADHYA PRADESH,UJJAIN,2014,78,25,23,215,37,158
5483,MADHYA PRADESH,UMARIYA,2014,25,2,5,60,7,13
5484,MADHYA PRADESH,VIDISHA,2014,93,13,24,205,25,63
5485,MADHYA PRADESH,TOTAL,2014,2937,736,805,6445,758,3185
5486,MAHARASHTRA,AHMEDNAGAR,2014,49,33,0,125,4,537
5487,MAHARASHTRA,AKOLA,2014,26,33,7,111,61,153
5488,MAHARASHTRA,AMRAVATI COMMR.,2014,22,9,4,41,10,85
5489,MAHARASHTRA,AMRAVATI RURAL,2014,47,18,3,137,33,146
5490,MAHARASHTRA,AURANGABAD COMMR.,2014,21,30,4,51,16,138
5491,MAHARASHTRA,AURANGABAD RURAL,2014,21,7,39,65,9,226
5492,MAHARASHTRA,BEED,2014,26,22,11,92,11,332
5493,MAHARASHTRA,BHANDARA,2014,26,13,0,69,18,73
5494,MAHARASHTRA,BULDHANA,2014,36,25,9,153,39,250
5495,MAHARASHTRA,CHANDRAPUR,2014,37,28,14,112,146,221
5496,MAHARASHTRA,DHULE,2014,10,8,3,32,8,196
5497,MAHARASHTRA,GADCHIROLI,2014,22,11,2,30,7,46
5498,MAHARASHTRA,GONDIA,2014,38,13,3,84,25,58
5499,MAHARASHTRA,HINGOLI,2014,17,9,7,54,6,99
5500,MAHARASHTRA,JALGAON,2014,42,19,18,107,29,456
5501,MAHARASHTRA,JALNA,2014,16,10,27,53,7,309
5502,MAHARASHTRA,KOLHAPUR,2014,34,18,17,76,13,153
5503,MAHARASHTRA,LATUR,2014,22,29,77,74,0,187
5504,MAHARASHTRA,MUMBAI COMMR.,2014,218,116,11,436,121,502
5505,MAHARASHTRA,MUMBAI RLY.,2014,4,2,1,12,0,0
5506,MAHARASHTRA,NAGPUR COMMR.,2014,53,28,7,91,71,237
5507,MAHARASHTRA,NAGPUR RLY.,2014,1,2,0,8,2,0
5508,MAHARASHTRA,NAGPUR RURAL,2014,37,20,7,89,32,95
5509,MAHARASHTRA,NANDED,2014,23,22,8,77,6,252
5510,MAHARASHTRA,NANDURBAR,2014,11,8,1,21,7,93
5511,MAHARASHTRA,NASIK COMMR.,2014,14,21,5,42,10,141
5512,MAHARASHTRA,NASIK RURAL,2014,36,17,5,61,24,287
5513,MAHARASHTRA,NAVI MUMBAI,2014,12,14,1,31,11,72
5514,MAHARASHTRA,OSMANABAD,2014,22,19,2,80,7,183
5515,MAHARASHTRA,PARBHANI,2014,12,11,15,56,6,204
5516,MAHARASHTRA,PUNE COMMR.,2014,92,80,7,113,73,273
5517,MAHARASHTRA,PUNE RLY.,2014,1,1,1,3,0,0
5518,MAHARASHTRA,PUNE RURAL,2014,66,30,13,104,30,189
5519,MAHARASHTRA,RAIGAD,2014,17,5,5,33,10,41
5520,MAHARASHTRA,RATNAGIRI,2014,26,12,0,33,27,55
5521,MAHARASHTRA,SANGLI,2014,42,13,12,67,14,140
5522,MAHARASHTRA,SATARA,2014,30,14,3,66,26,164
5523,MAHARASHTRA,SINDHUDURG,2014,8,2,0,34,15,14
5524,MAHARASHTRA,SOLAPUR COMMR.,2014,24,8,0,17,3,66
5525,MAHARASHTRA,SOLAPUR RURAL,2014,63,37,9,101,0,241
5526,MAHARASHTRA,THANE COMMR.,2014,74,72,12,149,46,384
5527,MAHARASHTRA,THANE RURAL,2014,71,36,7,128,24,134
5528,MAHARASHTRA,WARDHA,2014,26,22,5,128,36,116
5529,MAHARASHTRA,WASHIM,2014,20,18,2,59,18,110
5530,MAHARASHTRA,YAVATMAL,2014,43,33,6,114,30,171
5531,MAHARASHTRA,TOTAL,2014,1558,998,390,3619,1091,7829
5532,MANIPUR,BISHNUPUR,2014,3,11,0,16,0,4
5533,MANIPUR,CHANDEL,2014,0,0,0,0,0,0
5534,MANIPUR,CHURACHANDPUR,2014,2,0,0,0,0,0
5535,MANIPUR,CID,2014,0,0,0,0,0,0
5536,MANIPUR,IMPHAL EAST,2014,9,24,0,14,0,5
5537,MANIPUR,IMPHAL WEST,2014,12,31,1,22,0,7
5538,MANIPUR,SENAPATI,2014,2,0,0,0,0,0
5539,MANIPUR,TAMENGLONG,2014,0,0,0,0,0,0
5540,MANIPUR,THOUBAL,2014,9,21,0,5,0,12
5541,MANIPUR,UKHRUL,2014,1,0,0,0,0,0
5542,MANIPUR,TOTAL,2014,38,87,1,57,0,28
5543,MEGHALAYA,GARO HILLS EAST,2014,1,2,0,1,0,0
5544,MEGHALAYA,GARO HILLS SOUTH,2014,2,0,0,0,0,0
5545,MEGHALAYA,GARO HILLS WEST,2014,10,4,0,21,3,13
5546,MEGHALAYA,JAINTIA HILLS,2014,18,4,0,7,0,0
5547,MEGHALAYA,KHASI HILLS EAST,2014,34,10,2,14,1,19
5548,MEGHALAYA,KHASI HILLS WEST,2014,16,3,0,2,0,0
5549,MEGHALAYA,RI-BHOI,2014,7,2,0,9,0,0
5550,MEGHALAYA,TOTAL,2014,88,25,2,54,4,32
5551,MIZORAM,AIZAWL,2014,39,0,0,36,0,4
5552,MIZORAM,CHAMPHAI,2014,7,0,0,5,0,0
5553,MIZORAM,KOLASIB,2014,9,1,0,11,0,1
5554,MIZORAM,LAWNGTLAI,2014,8,0,0,2,0,0
5555,MIZORAM,LUNGLEI,2014,8,0,0,13,0,0
5556,MIZORAM,MAMIT,2014,2,0,0,3,0,0
5557,MIZORAM,SAIHA,2014,0,0,0,1,0,0
5558,MIZORAM,SERCHHIP,2014,4,0,0,7,0,0
5559,MIZORAM,TOTAL,2014,77,1,0,78,0,5
5560,NAGALAND,DIMAPUR,2014,6,5,0,11,0,2
5561,NAGALAND,KIPHIRE,2014,0,0,0,0,0,0
5562,NAGALAND,KOHIMA,2014,6,0,0,1,0,2
5563,NAGALAND,LONGLENG,2014,0,0,0,0,0,0
5564,NAGALAND,MOKOKCHUNG,2014,1,0,0,0,0,0
5565,NAGALAND,MON,2014,1,0,0,1,0,0
5566,NAGALAND,PEREN,2014,1,0,0,0,0,0
5567,NAGALAND,PHEK,2014,2,0,0,1,0,0
5568,NAGALAND,TUENSANG,2014,1,0,0,0,0,0
5569,NAGALAND,WOKHA,2014,0,2,0,1,1,0
5570,NAGALAND,ZUNHEBOTO,2014,1,0,0,0,0,0
5571,NAGALAND,TOTAL,2014,19,7,0,15,1,4
5572,ODISHA,ANGUL,2014,47,41,16,186,11,61
5573,ODISHA,BALASORE,2014,50,44,27,76,24,217
5574,ODISHA,BARAGARH,2014,29,7,9,64,6,14
5575,ODISHA,BERHAMPUR,2014,23,16,4,90,9,9
5576,ODISHA,BHADRAK,2014,58,39,16,73,27,106
5577,ODISHA,BOLANGIR,2014,34,19,12,132,8,18
5578,ODISHA,BOUDH,2014,5,2,3,61,3,9
5579,ODISHA,CUTTACK,2014,35,34,31,16,3,124
5580,ODISHA,DCP BBSR,2014,36,24,23,61,7,38
5581,ODISHA,DCP CTC,2014,18,17,15,18,3,55
5582,ODISHA,DEOGARH,2014,13,6,5,96,3,36
5583,ODISHA,DHENKANAL,2014,26,20,19,187,9,31
5584,ODISHA,GAJAPATI,2014,8,3,2,52,6,3
5585,ODISHA,GANJAM,2014,48,33,13,259,16,12
5586,ODISHA,JAGATSINGHPUR,2014,25,27,20,22,0,51
5587,ODISHA,JAJPUR,2014,36,62,40,98,15,109
5588,ODISHA,JHARSUGUDA,2014,12,8,6,67,8,35
5589,ODISHA,KALAHANDI,2014,38,29,3,82,5,27
5590,ODISHA,KANDHAMAL,2014,46,11,3,70,2,39
5591,ODISHA,KENDRAPARA,2014,30,31,32,8,1,93
5592,ODISHA,KEONJHAR,2014,66,46,22,203,27,34
5593,ODISHA,KHURDA,2014,25,33,0,14,1,0
5594,ODISHA,KORAPUT,2014,47,27,3,113,7,45
5595,ODISHA,MALKANGIR,2014,12,7,0,33,5,10
5596,ODISHA,MAYURBHANJ,2014,90,45,27,200,23,58
5597,ODISHA,NAYAGARH,2014,34,21,10,7,5,85
5598,ODISHA,NOWRANGPUR,2014,26,19,0,79,16,32
5599,ODISHA,NUAPADA,2014,14,11,2,59,4,37
5600,ODISHA,PURI,2014,37,18,13,24,7,87
5601,ODISHA,RAYAGADA,2014,19,10,6,54,1,23
5602,ODISHA,ROURKELA,2014,38,19,5,98,5,66
5603,ODISHA,SAMBALPUR,2014,33,12,6,82,4,39
5604,ODISHA,SONEPUR,2014,15,3,1,24,2,8
5605,ODISHA,SRP(CUTTACK),2014,1,1,0,6,0,0
5606,ODISHA,SRP(ROURKELA),2014,1,2,0,3,1,1
5607,ODISHA,SUNDARGARH,2014,38,15,7,65,8,6
5608,ODISHA,TOTAL,2014,1113,762,401,2782,282,1618
5609,PUNJAB,AMRITSAR,2014,15,44,6,25,11,66
5610,PUNJAB,AMRITSAR RURAL,2014,10,17,6,5,2,27
5611,PUNJAB,BARNALA,2014,12,6,1,11,0,10
5612,PUNJAB,BATALA,2014,20,13,6,9,0,46
5613,PUNJAB,BHATINDA,2014,20,28,4,29,5,39
5614,PUNJAB,FARIDKOT,2014,15,10,1,9,0,16
5615,PUNJAB,FATEHGARH SAHIB,2014,13,9,0,5,1,31
5616,PUNJAB,FEROZPUR,2014,30,22,8,29,0,39
5617,PUNJAB,G.R.P,2014,1,0,4,2,0,0
5618,PUNJAB,GURDASPUR,2014,24,21,9,15,0,28
5619,PUNJAB,HOSHIARPUR,2014,35,17,13,21,0,73
5620,PUNJAB,JALANDHAR,2014,51,83,10,52,0,133
5621,PUNJAB,KAPURTHALA,2014,24,14,4,19,0,27
5622,PUNJAB,KHANNA,2014,12,12,7,5,0,28
5623,PUNJAB,LUDHIANA,2014,46,78,10,36,21,92
5624,PUNJAB,LUDHIANA RURAL,2014,14,12,4,4,5,19
5625,PUNJAB,MANSA,2014,13,9,3,6,0,12
5626,PUNJAB,MOGA,2014,19,17,3,19,0,22
5627,PUNJAB,MUKTSAR,2014,12,8,3,6,0,19
5628,PUNJAB,PATIALA,2014,35,37,13,17,0,116
5629,PUNJAB,ROPAR,2014,10,9,2,18,1,27
5630,PUNJAB,SANGRUR,2014,34,13,4,15,3,62
5631,PUNJAB,SAS NGR,2014,20,18,3,0,0,0
5632,PUNJAB,SBS NAGAR,2014,14,3,2,9,0,28
5633,PUNJAB,TARN TARAN,2014,18,14,2,22,0,24
5634,PUNJAB,TOTAL,2014,517,514,128,388,49,984
5635,RAJASTHAN,AJMER,2014,45,84,17,108,0,516
5636,RAJASTHAN,ALWAR,2014,88,91,38,134,0,429
5637,RAJASTHAN,BANSWARA,2014,42,45,8,66,1,85
5638,RAJASTHAN,BARAN,2014,52,45,10,169,0,181
5639,RAJASTHAN,BARMER,2014,20,21,14,82,0,116
5640,RAJASTHAN,BHARATPUR,2014,74,75,24,39,0,371
5641,RAJASTHAN,BHILWARA,2014,42,58,13,77,0,370
5642,RAJASTHAN,BIKANER,2014,48,28,12,74,0,306
5643,RAJASTHAN,BUNDI,2014,33,52,3,98,0,224
5644,RAJASTHAN,CHITTORGARH,2014,40,80,6,73,1,402
5645,RAJASTHAN,CHURU,2014,37,22,16,16,0,212
5646,RAJASTHAN,DAUSA,2014,21,48,9,34,0,100
5647,RAJASTHAN,DHOLPUR,2014,21,46,19,9,0,127
5648,RAJASTHAN,DUNGARPUR,2014,26,48,11,66,0,94
5649,RAJASTHAN,G.R.P.,2014,2,1,1,17,0,0
5650,RAJASTHAN,GANGANAGAR,2014,70,43,16,59,2,276
5651,RAJASTHAN,HANUMANGARH,2014,33,29,17,68,0,232
5652,RAJASTHAN,JAIPUR EAST,2014,20,61,6,54,2,140
5653,RAJASTHAN,JAIPUR NORTH,2014,25,69,5,26,0,149
5654,RAJASTHAN,JAIPUR RURAL,2014,35,82,11,108,5,205
5655,RAJASTHAN,JAIPUR SOUTH,2014,15,44,9,26,0,162
5656,RAJASTHAN,JAISALMER,2014,4,6,10,19,0,24
5657,RAJASTHAN,JALORE,2014,13,17,8,50,0,106
5658,RAJASTHAN,JHALAWAR,2014,44,44,6,144,2,262
5659,RAJASTHAN,JHUNJHUNU,2014,40,35,22,32,0,240
5660,RAJASTHAN,JODHPUR CITY,2014,19,35,10,25,1,212
5661,RAJASTHAN,JODHPUR RURAL,2014,32,21,17,47,0,81
5662,RAJASTHAN,KARAULI,2014,33,32,11,27,0,99
5663,RAJASTHAN,KOTA CITY,2014,24,55,10,40,1,307
5664,RAJASTHAN,KOTA RURAL,2014,34,26,4,76,0,201
5665,RAJASTHAN,NAGAUR,2014,33,48,18,142,0,257
5666,RAJASTHAN,PALI,2014,43,79,13,116,1,323
5667,RAJASTHAN,PRATAPGARH,2014,49,52,2,51,0,138
5668,RAJASTHAN,RAJSAMAND,2014,12,34,0,35,0,195
5669,RAJASTHAN,SAWAI MADHOPUR,2014,16,39,6,29,0,144
5670,RAJASTHAN,SIKAR,2014,40,38,15,18,0,217
5671,RAJASTHAN,SIROHI,2014,17,36,5,66,0,110
5672,RAJASTHAN,TONK,2014,22,46,6,41,3,206
5673,RAJASTHAN,UDAIPUR,2014,91,148,11,159,0,294
5674,RAJASTHAN,TOTAL,2014,1355,1863,439,2520,19,8113
5675,SIKKIM,EAST,2014,5,2,0,5,0,3
5676,SIKKIM,NORTH,2014,1,0,0,1,0,0
5677,SIKKIM,SOUTH,2014,9,1,0,10,0,0
5678,SIKKIM,WEST,2014,5,1,0,3,0,2
5679,SIKKIM,TOTAL,2014,20,4,0,19,0,5
5680,TAMIL NADU,CHENNAI,2014,35,32,25,46,67,165
5681,TAMIL NADU,CHENNAI RLY.,2014,0,1,0,5,0,0
5682,TAMIL NADU,CHENNAISUBURBAN,2014,21,24,28,42,42,41
5683,TAMIL NADU,COIMBATORE RURAL,2014,14,46,8,107,8,115
5684,TAMIL NADU,COIMBATORE URBAN,2014,9,7,6,29,7,62
5685,TAMIL NADU,CUDDALORE,2014,16,52,1,29,80,50
5686,TAMIL NADU,DHARMAPURI,2014,12,36,2,136,3,43
5687,TAMIL NADU,DINDIGUL,2014,13,53,3,47,13,99
5688,TAMIL NADU,ERODE,2014,21,45,1,78,16,30
5689,TAMIL NADU,KANCHIPURAM,2014,24,18,7,20,2,8
5690,TAMIL NADU,KANYAKUMARI,2014,8,42,6,27,70,71
5691,TAMIL NADU,KARUR,2014,4,12,4,10,3,13
5692,TAMIL NADU,KRISHNAGIRI,2014,20,36,2,40,5,21
5693,TAMIL NADU,MADURAI RURAL,2014,18,24,9,72,1,75
5694,TAMIL NADU,MADURAI URBAN,2014,4,14,5,11,2,42
5695,TAMIL NADU,NAGAPATTINAM,2014,10,24,4,59,1,8
5696,TAMIL NADU,NAMAKKAL,2014,19,37,5,49,24,25
5697,TAMIL NADU,NILGIRIS,2014,4,4,1,20,0,9
5698,TAMIL NADU,PERAMBALUR,2014,26,29,7,70,9,6
5699,TAMIL NADU,PUDUKOTTAI,2014,4,31,8,45,2,39
5700,TAMIL NADU,RAMNATHAPURAM,2014,6,16,2,34,1,12
5701,TAMIL NADU,SALEM RURAL,2014,35,101,3,217,0,94
5702,TAMIL NADU,SALEM URBAN,2014,22,27,7,16,11,33
5703,TAMIL NADU,SIVAGANGAI,2014,1,35,4,7,16,56
5704,TAMIL NADU,THANJAVUR,2014,7,29,7,108,0,20
5705,TAMIL NADU,THENI,2014,7,32,4,30,5,35
5706,TAMIL NADU,THIRUNELVELI RURAL,2014,42,60,3,115,0,97
5707,TAMIL NADU,THIRUNELVELI URBAN,2014,8,12,2,7,49,7
5708,TAMIL NADU,THIRUVALLUR,2014,17,22,9,18,0,30
5709,TAMIL NADU,THIRUVANNAMALAI,2014,20,34,3,20,47,16
5710,TAMIL NADU,THIRUVARUR,2014,6,12,1,51,2,3
5711,TAMIL NADU,THOOTHUGUDI,2014,11,40,4,3,343,64
5712,TAMIL NADU,TRICHY RLY.,2014,0,0,0,0,0,0
5713,TAMIL NADU,TRICHY RURAL,2014,11,26,5,16,0,28
5714,TAMIL NADU,TRICHY URBAN,2014,2,4,5,7,37,25
5715,TAMIL NADU,VELLORE,2014,21,52,7,25,0,49
5716,TAMIL NADU,VILLUPURAM,2014,58,50,6,70,31,88
5717,TAMIL NADU,VIRUDHUNAGAR,2014,17,41,3,19,77,69
5718,TAMIL NADU,TOTAL,2014,573,1160,207,1705,974,1648
5719,TRIPURA,DHALAI,2014,32,7,2,22,0,34
5720,TRIPURA,NORTH,2014,46,21,2,62,0,169
5721,TRIPURA,SOUTH,2014,45,27,6,135,0,161
5722,TRIPURA,WEST,2014,81,55,6,127,4,371
5723,TRIPURA,TOTAL,2014,204,110,16,346,4,735
5724,UTTAR PRADESH,AGRA,2014,42,183,77,123,109,479
5725,UTTAR PRADESH,ALIGARH,2014,62,124,58,37,74,213
5726,UTTAR PRADESH,ALLAHABAD,2014,49,124,68,91,55,259
5727,UTTAR PRADESH,AMBEDKAR NAGAR,2014,18,45,13,20,20,133
5728,UTTAR PRADESH,AURAIYA,2014,11,27,12,7,14,36
5729,UTTAR PRADESH,AZAMGARH,2014,24,56,35,17,35,86
5730,UTTAR PRADESH,BADAUN,2014,11,41,32,27,47,25
5731,UTTAR PRADESH,BAGHPAT,2014,19,43,15,16,8,61
5732,UTTAR PRADESH,BAHRAICH,2014,24,62,27,24,22,37
5733,UTTAR PRADESH,BALLIA,2014,12,27,20,15,12,43
5734,UTTAR PRADESH,BALRAMPUR,2014,12,20,5,12,10,13
5735,UTTAR PRADESH,BANDA,2014,35,26,36,70,19,67
5736,UTTAR PRADESH,BARABANKI,2014,23,82,47,34,54,110
5737,UTTAR PRADESH,BAREILLY,2014,46,121,47,110,89,202
5738,UTTAR PRADESH,BASTI,2014,7,18,15,5,15,24
5739,UTTAR PRADESH,BIJNOR,2014,30,80,19,52,53,249
5740,UTTAR PRADESH,BULANDSHAHAR,2014,28,60,29,51,74,151
5741,UTTAR PRADESH,CHANDOLI,2014,4,9,19,10,19,91
5742,UTTAR PRADESH,CHITRAKOOT DHAM,2014,22,5,17,21,0,17
5743,UTTAR PRADESH,DEORIA,2014,15,13,36,6,17,27
5744,UTTAR PRADESH,ETAH,2014,20,66,34,41,17,71
5745,UTTAR PRADESH,ETAWAH,2014,19,64,28,43,29,108
5746,UTTAR PRADESH,FAIZABAD,2014,23,56,18,26,43,86
5747,UTTAR PRADESH,FATEHGARH,2014,23,41,26,35,56,84
5748,UTTAR PRADESH,FATEHPUR,2014,16,42,41,32,15,67
5749,UTTAR PRADESH,FIROZABAD,2014,27,78,41,43,77,77
5750,UTTAR PRADESH,G.R.P.,2014,2,8,0,18,38,0
